type,pos,number,fact_fragment,was_submitted
trivia,DT,12,the number of constellations in the ecliptic (or signs of the zodiac),False
trivia,DT,12,the number of pence in a shilling in the former British currency system,False
trivia,DT,12,the largest number that has just one syllable,False
trivia,DT,12,the pairs of ribs normally in the human body,False
trivia,DT,12,the number of people who have walked on Earth's moon,False
trivia,DT,13,the number of unique ranks in a suit in a pack of cards,False
trivia,DT,13,the number of colonies that formed the United States,False
trivia,DT,13,the number of steps in the gallows,False
trivia,DT,13,"the number of loaves in a ""baker's dozen""",False
trivia,DT,13,the Youngest age a minor can rent or purchase a T rated game by the ESRB without parental (age 18 or older) consent,False
trivia,DT,14,the number of muqatta'at in the Qur'an,False
trivia,DT,14,the number of pieces the body of Osiris was torn into by his fratricidal brother Set,False
trivia,DT,14,the earliest age that the emancipation of minors can occur in the U.S,False
trivia,DT,14,the minimum age at which one can work in many U.S states,False
trivia,DT,14,the maximum number of electrons that can fit in an f sublevel,False
trivia,DT,14,the number of days in a fortnight,False
trivia,DT,14,the number of pounds in a stone in traditional British units of weight,False
trivia,DT,14,the number of points in a proposed republican constitution of the United Kingdom,False
trivia,DT,14,the number of lines in a sonnet,False
trivia,DT,15,"the age for obtaining a driver's (or learner's) permit in certain jurisdictions, including some where the age for a driver's license is sixteen",False
trivia,DT,15,the legal age for sexual intercourse in many countries,False
trivia,DT,15,the number of days in each of the 24 cycles of the Chinese calendar,False
trivia,DT,15,the number of checkers each side has at the start of a backgammon game,False
trivia,DT,15,the number of balls in the eight ball variant of billiards,False
trivia,DT,15,"the number of letters in the words ""uncopyrightable"", ""dermatoglyphics"", ""misconjugatedly"", and ""hydropneumatics"", the longest English words with no repeat letters",False
trivia,DT,15,the number of minutes in one quarter of an hour,False
trivia,DT,16,the minimum age for getting an adult job in most states and provinces across the globe,False
trivia,DT,16,"the minimum age that one can drop out of school in most states of the US (however, restrictions apply and vary depending on state)",False
trivia,DT,16,"the number of teams that qualified for the finals of the FIFA World Cup from 1934 through 1978 (although for various reasons, only 15 competed in the 1938 and 1950 finals)",False
trivia,DT,16,the number of personality types in the Myers-Briggs classification system,False
trivia,DT,17,the number of the raka'ahs that Muslims perform during Salah on a daily basis,False
trivia,DT,17,the minimum driving age for a car or van in the United Kingdom,False
trivia,POS,17,"'the least random number' as described at MIT, according to hackers' lore",False
trivia,DT,17,the number of flames emanating from the grenade cap-badge of the Grenadier Guards,False
trivia,DT,17,the maximum number of strokes of a Chinese radical,False
trivia,DT,17,the number of syllables in a haiku (5+7+5),False
trivia,DT,18,the number of holes in a stipulated round of golf,False
trivia,DT,18,the number of chapters into which James Joyce's epic novel Ulysses is divided,False
trivia,DT,18,"the number of wheels on the most common type of North American tractor-trailer truck, which are hence often called 18-wheelers",False
trivia,DT,18,the number of levels in hell in the Chinese mythos,False
trivia,DT,18,the number of bronze monks the Shaolin temple had in Chinese folklore,False
trivia,DT,19,the number of years in 235 lunations,False
trivia,DT,19,the final year a person is a teenager,False
trivia,DT,2,the number of polynucleotide strands in a DNA double helix,False
trivia,DT,2,the first magic number in physics,False
trivia,DT,2,the number of stars in a binary star system (a stellar system consisting of two stars orbiting around their center of mass),False
trivia,DT,2,"the lowest channel of television in the United States, Canada, Argentina and Mexico on which television signals are broadcast",False
trivia,DT,20,the number of questions in the popular party game Twenty Questions,False
trivia,DT,20,the number of ounces in Venti size coffees at Starbucks coffee shops,False
trivia,DT,20,the number of baby teeth in the deciduous dentition,False
trivia,DT,21,the number of points required to win a game in badminton and table tennis (before 2001),False
trivia,DT,21,the number of trump cards of the tarot deck if one does not consider The Fool to be a proper trump card,False
trivia,DT,21,the number of demands which were sent to the Chinese government by the Japanese government of Okuma Shigenobu in 1915,False
trivia,DT,22,the number of letters in the Hebrew alphabet,False
trivia,DT,22,the number of chapters of the Revelation of John in the Bible,False
trivia,DT,22,the typical (minimum) number of episodes in a season for a television program broadcast on a major American network,False
trivia,DT,22,the number of stars in the Paramount Films logo,False
trivia,DT,22,the typical length in minutes of a half hour sitcom not including commercials,False
trivia,DT,22,the number of players on the field in a football (soccer) match,False
trivia,DT,22,the number of yards in a chain,False
trivia,DT,23,the number of minutes that all flashbacks take place before the assassination attempt on the president in the film Vantage Point,False
trivia,DT,23,the number of crosses on Calvary in the Monty Python film Life Of Brian,False
trivia,DT,23,the number of times Julius Caesar was stabbed,False
trivia,DT,23,the number of chromosomes normal human sex cells have,False
trivia,DT,24,the number of books in the Tanakh,False
trivia,DT,24,the number of teams that participated in each FIFA World Cup finals tournament between 1982 and 1994,False
trivia,DT,24,the number of accepted runners in the Melbourne Cup,False
trivia,DT,24,the number of a car in the NASCAR Sprint Cup Series owned by Hendrick Motorsports,False
trivia,DT,24,"the number of bits a computer needs to represent false Color images (for a maximum of 16,777,216 colours)",False
trivia,DT,24,the number of carats representing 100% pure gold,False
trivia,DT,24,the number of cycles in the Chinese solar year,False
trivia,DT,24,the number of frames per second at which motion picture film is usually projected,False
trivia,DT,24,the number of hours in a day,False
trivia,DT,24,the number of letters in both the modern and classical Greek alphabet,False
trivia,DT,24,the number of points on a backgammon board,False
trivia,DT,24,the maximum number of Knight Companions in the Order of the Garter,False
trivia,DT,25,"the size of the full roster on a Major League Baseball team for most of the season, except for regular-season games on or after September 1, when teams may expand their roster to no more than 40 players",False
trivia,DT,25,the number of points needed to win a set in volleyball under rally scoring rules,False
trivia,DT,25,the number of years of marriage marked in a silver wedding anniversary,False
trivia,DT,25,the minimum age of candidates for election to the United States House of Representatives,False
trivia,DT,25,the number of cents in a quarter,False
trivia,DT,25,the (critical) number of Florida electoral votes for the 2000 U.S. presidential election,False
trivia,DT,26,the number of letters in the English and Interlingua alphabets,False
trivia,DT,26,the number of miles in a marathon rounded down (26 miles and 385 yards),False
trivia,DT,26,the number of episodes in a television program each year (usually),False
trivia,DT,26,the number of red cards as well as the number of blue cards in a normal deck of cards,False
trivia,DT,26,the number of Cantons of Switzerland,False
trivia,DT,26,the number of bones in the normal human foot and ankle,False
trivia,DT,26,the number of spacetime dimensions in bosonic string theory,False
trivia,DT,27,the number of outs in a regulation baseball game for each team at all adult levels,False
trivia,DT,27,the total number of letters in the Hebrew alphabet (22 regular letters and 5 final consonants),False
trivia,DT,27,the total number of letters in the Spanish alphabet (5 vowels and 22 consonants),False
trivia,DT,27,the current number of Amendments to the United States Constitution (2012 February),False
trivia,DT,27,the number of countries in the European Union (as of August 2011),False
trivia,DT,27,the number of bones in the human hand,False
trivia,DT,27,the number of bones in the human foot,False
trivia,DT,27,the number of grains in some Buddhist rosary (108 divided by 4),False
trivia,DT,27,the number of moons of the planet Uranus,False
trivia,DT,28,the number worn by the Clemson Tigers' record breaking running back C.J,False
